Change Id,Date & Time,System,Originator,Responsible,CR Reference,I2 Reference,Topic,Status,Baseline System,Baseline Subsystem,Baseline Number,Item System,Item Subsystem,Path,File Name
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.6,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/airspace,UirAirspaceStateCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.25,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/unit,NonCoUnitLinkedEntitiesDecoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.18,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,FeatureMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CHMI,CHMI_CONFIG,16.0.8.0.0.12,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/common,CdrCategoryCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.21,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,StandardLevelColumnMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.3,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/route,RouteResultSetDecoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.23,CUA,CORE,sources/java/node_private/src/eurocontrol/cfmu/xs,ComplexTypeDefinition.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.11,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/aixm51/ibmap,CodeSpecialDateTypeMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.116,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,AirportHeliportMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.21,CUA,BACKEND,sources/java/test/src/eurocontrol/cfmu/cua/domain/corba/env/point,PointDecoderTest.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.116,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/airblock,AirblockResultSetDecoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.25,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/route,RouteResultSetDecoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.21,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,AirspaceVolumeMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.97,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,AirspaceVolumeMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.9,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/airspace,UirAirspaceStateCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.9,CUA,BACKEND,sources/java/test/src/eurocontrol/cfmu/cua/domain/corba/env/unit,undef
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.97,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,StandardLevelColumnMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CHMI,CHMI_CONFIG,16.0.8.0.2.2,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/common,RsaTypeCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.18,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/aixm51/ibmap,CodeLevelTableDesignatorTypeMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.84,CUA,DOMAIN,sources/java/test/src/org/omg/CORBA,AnyMockup.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.84,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,AirspaceLayerMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.9,CUA,CORE,sources/java/shared/src/eurocontrol/cfmu/aixm51/iem,FeatureHelper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.27,CUA,ADR,sources/java/test/src/eurocontrol/cfmu/domain/iemap/env/pt,GeoPointMapperTest.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.65,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/domain/iemap,PeriodMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.6,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/aixm51/iemap,StandardLevelColumnTimeSliceMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.21,CUA,BACKEND,sources/java/test/src,undef
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.6,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/aixm51/ibmap,CodeAirspaceTypeMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.74,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/geo/iemap,undef
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,ST,MASTER,16.0.0.42,CUA,CORE,sources/java/node_private/src/eurocontrol/cfmu/xs/stream,XmlReader.java
